CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41318698,NANOOSH,MANHATTAN,2012,BROADWAY,10023,2123627922,Mediterranean,12/13/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,,,02/06/2016,Cycle Inspection / Initial Inspection
41316656,I SODI,MANHATTAN,105,CHRISTOPHER STREET,10014,2124145774,Italian,12/13/2011,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,02/06/2016,Trans Fat / Re-inspection
41316656,I SODI,MANHATTAN,105,CHRISTOPHER STREET,10014,2124145774,Italian,12/13/2011,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,12/13/2011,02/06/2016,Cycle Inspection / Re-inspection
41316656,I SODI,MANHATTAN,105,CHRISTOPHER STREET,10014,2124145774,Italian,12/13/2011,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,13,A,12/13/2011,02/06/2016,Cycle Inspection / Re-inspection
41316656,I SODI,MANHATTAN,105,CHRISTOPHER STREET,10014,2124145774,Italian,12/13/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,12/13/2011,02/06/2016,Cycle Inspection / Re-inspection
41085412,SOBA-KOH,MANHATTAN,309,EAST    5 STREET,10003,2122542244,Japanese,12/13/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,02/06/2016,Cycle Inspection / Initial Inspection
41085412,SOBA-KOH,MANHATTAN,309,EAST    5 STREET,10003,2122542244,Japanese,12/13/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
40560108,101 RESTAURANT AND BAR,BROOKLYN,10018     ,4 AVENUE                                          ,11209,7188331313,Italian,12/14/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,39,,,02/06/2016,Cycle Inspection / Initial Inspection
41555297,RUBY FALLS NIGHTLIFE CAFE,STATEN ISLAND,45,PAGE AVENUE,10309,7189849888,American ,12/15/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,12/15/2011,02/06/2016,Cycle Inspection / Initial Inspection
41555297,RUBY FALLS NIGHTLIFE CAFE,STATEN ISLAND,45,PAGE AVENUE,10309,7189849888,American ,12/15/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,12/15/2011,02/06/2016,Cycle Inspection / Initial Inspection
41555297,RUBY FALLS NIGHTLIFE CAFE,STATEN ISLAND,45,PAGE AVENUE,10309,7189849888,American ,12/15/2011,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,02/06/2016,Trans Fat / Initial Inspection
41555297,RUBY FALLS NIGHTLIFE CAFE,STATEN ISLAND,45,PAGE AVENUE,10309,7189849888,American ,12/15/2011,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,12/15/2011,02/06/2016,Cycle Inspection / Initial Inspection
40576044,CIPRIANI DOWNTOWN RESTAURANT,MANHATTAN,376,WEST BROADWAY,10012,2123430999,Italian,12/15/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,12/15/2011,02/06/2016,Cycle Inspection / Re-inspection
40576044,CIPRIANI DOWNTOWN RESTAURANT,MANHATTAN,376,WEST BROADWAY,10012,2123430999,Italian,12/15/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,12/15/2011,02/06/2016,Cycle Inspection / Re-inspection
40608576,DIVE 75,MANHATTAN,101       ,WEST   75 STREET                                  ,10023,2123627518,American ,12/15/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,,,02/06/2016,Cycle Inspection / Initial Inspection
40608576,DIVE 75,MANHATTAN,101       ,WEST   75 STREET                                  ,10023,2123627518,American ,12/15/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,15,,,02/06/2016,Cycle Inspection / Initial Inspection
40608576,DIVE 75,MANHATTAN,101       ,WEST   75 STREET                                  ,10023,2123627518,American ,12/15/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,,02/06/2016,Cycle Inspection / Initial Inspection
41015818,BOZU,BROOKLYN,296,GRAND STREET,11201,7183847770,Japanese,12/16/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,21,,,02/06/2016,Cycle Inspection / Initial Inspection
41015818,BOZU,BROOKLYN,296,GRAND STREET,11201,7183847770,Japanese,12/16/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,02/06/2016,Cycle Inspection / Initial Inspection
40635366,THE LIBRARY,MANHATTAN,7,AVENUE A,10009,2123751352,"Bottled beverages, including water, sodas, juices, etc.",12/16/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,12/16/2011,02/06/2016,Cycle Inspection / Re-inspection
40635366,THE LIBRARY,MANHATTAN,7,AVENUE A,10009,2123751352,"Bottled beverages, including water, sodas, juices, etc.",12/16/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,12/16/2011,02/06/2016,Cycle Inspection / Re-inspection
41384605,BALDOR SPECIALTY FOODS,BRONX,155,FOOD CENTER DRIVE,10474,7188609100,American ,12/19/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,12/19/2011,02/06/2016,Cycle Inspection / Initial Inspection
41384605,BALDOR SPECIALTY FOODS,BRONX,155,FOOD CENTER DRIVE,10474,7188609100,American ,12/19/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,12/19/2011,02/06/2016,Cycle Inspection / Initial Inspection
41384605,BALDOR SPECIALTY FOODS,BRONX,155,FOOD CENTER DRIVE,10474,7188609100,American ,12/19/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,12/19/2011,02/06/2016,Cycle Inspection / Initial Inspection
41318698,NANOOSH,MANHATTAN,2012,BROADWAY,10023,2123627922,Mediterranean,12/20/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,12/20/2011,02/06/2016,Cycle Inspection / Re-inspection
41318698,NANOOSH,MANHATTAN,2012,BROADWAY,10023,2123627922,Mediterranean,12/20/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,12/20/2011,02/06/2016,Cycle Inspection / Re-inspection
41173497,KAZUZA,MANHATTAN,107,AVENUE A,10009,2125059300,Middle Eastern,12/20/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,02/06/2016,Cycle Inspection / Initial Inspection
41173497,KAZUZA,MANHATTAN,107,AVENUE A,10009,2125059300,Middle Eastern,12/20/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,,,02/06/2016,Cycle Inspection / Initial Inspection
41173497,KAZUZA,MANHATTAN,107,AVENUE A,10009,2125059300,Middle Eastern,12/20/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,,,02/06/2016,Cycle Inspection / Initial Inspection
41173497,KAZUZA,MANHATTAN,107,AVENUE A,10009,2125059300,Middle Eastern,12/20/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,30,,,02/06/2016,Cycle Inspection / Initial Inspection
41209159,MESKEL ETHIOPIAN,MANHATTAN,199       ,EAST    3 STREET                                  ,10009,2122542411,Ethiopian,12/21/2011,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,5,A,12/21/2011,02/06/2016,Cycle Inspection / Re-inspection
41006423,BROTHERS PIZZA II,STATEN ISLAND,95        ,PAGE AVENUE                                       ,10309,7189488700,Pizza/Italian,12/21/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,12/21/2011,02/06/2016,Cycle Inspection / Re-inspection
41006423,BROTHERS PIZZA II,STATEN ISLAND,95        ,PAGE AVENUE                                       ,10309,7189488700,Pizza/Italian,12/21/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,12/21/2011,02/06/2016,Cycle Inspection / Re-inspection
41391352,CASANOVAS BILLIARDS,QUEENS,102-02,43 AVENUE,11368,7188077671,"Bottled beverages, including water, sodas, juices, etc.",12/22/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41391352,CASANOVAS BILLIARDS,QUEENS,102-02,43 AVENUE,11368,7188077671,"Bottled beverages, including water, sodas, juices, etc.",12/22/2011,Violations were cited in the following area(s).,99B,Other general violation.,Not Critical,19,B,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41391352,CASANOVAS BILLIARDS,QUEENS,102-02,43 AVENUE,11368,7188077671,"Bottled beverages, including water, sodas, juices, etc.",12/22/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,B,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41391352,CASANOVAS BILLIARDS,QUEENS,102-02,43 AVENUE,11368,7188077671,"Bottled beverages, including water, sodas, juices, etc.",12/22/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,B,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41377997,RISPOLI PASTRY SHOP,STATEN ISLAND,1184,BAY STREET,10305,7182735300,Bakery,12/22/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41377997,RISPOLI PASTRY SHOP,STATEN ISLAND,1184,BAY STREET,10305,7182735300,Bakery,12/22/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41377997,RISPOLI PASTRY SHOP,STATEN ISLAND,1184,BAY STREET,10305,7182735300,Bakery,12/22/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,12/22/2011,02/06/2016,Cycle Inspection / Re-inspection
41010433,LONDEL'S SUPPER CLUB,MANHATTAN,2620,FREDERICK DOUGLASS BOULEVARD,10030,2122346114,American ,12/23/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,12/23/2011,02/06/2016,Cycle Inspection / Re-inspection
41010433,LONDEL'S SUPPER CLUB,MANHATTAN,2620,FREDERICK DOUGLASS BOULEVARD,10030,2122346114,American ,12/23/2011,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,02/06/2016,Trans Fat / Second Compliance Inspection
41010433,LONDEL'S SUPPER CLUB,MANHATTAN,2620,FREDERICK DOUGLASS BOULEVARD,10030,2122346114,American ,12/23/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,12/23/2011,02/06/2016,Cycle Inspection / Re-inspection
41473011,MACCHIATO ESPRESSO BAR,MANHATTAN,666       ,5 AVENUE                                          ,10019,2122626600,CafÃ©/Coffee/Tea,12/27/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,12/27/2011,02/06/2016,Cycle Inspection / Initial Inspection
41473011,MACCHIATO ESPRESSO BAR,MANHATTAN,666       ,5 AVENUE                                          ,10019,2122626600,CafÃ©/Coffee/Tea,12/27/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,12/27/2011,02/06/2016,Cycle Inspection / Initial Inspection
41473011,MACCHIATO ESPRESSO BAR,MANHATTAN,666       ,5 AVENUE                                          ,10019,2122626600,CafÃ©/Coffee/Tea,12/27/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,12/27/2011,02/06/2016,Cycle Inspection / Initial Inspection
40750338,MARIOTT MARQUIS/CROSSROADS BAR,MANHATTAN,1535,BROADWAY,10036,2123981900,American ,12/27/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,12/27/2011,02/06/2016,Cycle Inspection / Initial Inspection
40750338,MARIOTT MARQUIS/CROSSROADS BAR,MANHATTAN,1535,BROADWAY,10036,2123981900,American ,12/27/2011,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,12/27/2011,02/06/2016,Cycle Inspection / Initial Inspection
41216071,DJ'S BAR & GRILL,BROOKLYN,480       ,CHESTER STREET                                    ,11212,9173272702,Caribbean,12/28/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,12/28/2011,02/06/2016,Cycle Inspection / Re-inspection
41216071,DJ'S BAR & GRILL,BROOKLYN,480       ,CHESTER STREET                                    ,11212,9173272702,Caribbean,12/28/2011,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10,A,12/28/2011,02/06/2016,Cycle Inspection / Re-inspection
41216071,DJ'S BAR & GRILL,BROOKLYN,480       ,CHESTER STREET                                    ,11212,9173272702,Caribbean,12/28/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,12/28/2011,02/06/2016,Cycle Inspection / Re-inspection
41636209,INTI N.Y.C.,MANHATTAN,820,10 AVENUE,10019,6465969216,Peruvian,12/29/2011,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,5,,,02/06/2016,Pre-permit (Non-operational) / Initial Inspection
41636209,INTI N.Y.C.,MANHATTAN,820,10 AVENUE,10019,6465969216,Peruvian,12/29/2011,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,02/06/2016,Administrative Miscellaneous / Initial Inspection
41636209,INTI N.Y.C.,MANHATTAN,820,10 AVENUE,10019,6465969216,Peruvian,12/29/2011,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,5,,,02/06/2016,Pre-permit (Non-operational) / Initial Inspection
40384671,CHEZ JOSEPHINE,MANHATTAN,414       ,WEST   42 STREET                                  ,10036,2125941925,French,12/29/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,12/29/2011,02/06/2016,Cycle Inspection / Initial Inspection
40384671,CHEZ JOSEPHINE,MANHATTAN,414       ,WEST   42 STREET                                  ,10036,2125941925,French,12/29/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,12/29/2011,02/06/2016,Cycle Inspection / Initial Inspection
41472439,SAINT ANSELM,BROOKLYN,355,METROPOLITAN AVENUE,11211,7183845054,American ,12/30/2011,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,12/30/2011,02/06/2016,Cycle Inspection / Re-inspection
41472439,SAINT ANSELM,BROOKLYN,355,METROPOLITAN AVENUE,11211,7183845054,American ,12/30/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,12/30/2011,02/06/2016,Cycle Inspection / Re-inspection
